date,region,product,units_sold,price,revenue
2025-12-26,East,Tablet,14,25000,350000
2025-12-26,South,Laptop,1,25000,25000
2025-12-26,South,Laptop,16,15000,240000
2025-12-26,North,Laptop,10,2000,20000
2025-12-27,South,Tablet,3,15000,45000
2025-12-27,East,Headphones,19,8000,152000
2025-12-28,North,Laptop,4,2000,8000
2025-12-28,West,Tablet,10,8000,80000
2025-12-28,North,Laptop,13,8000,104000
2025-12-28,South,Headphones,5,2000,10000
2025-12-28,South,Mobile,17,25000,425000
2025-12-29,East,Headphones,1,15000,15000
2025-12-29,North,Laptop,9,25000,225000
2025-12-29,East,Laptop,3,8000,24000
2025-12-30,North,Mobile,5,25000,125000
2025-12-30,East,Laptop,12,8000,96000
2025-12-30,West,Tablet,9,15000,135000
2025-12-31,North,Tablet,13,2000,26000
2025-12-31,South,Headphones,15,2000,30000
2025-12-31,East,Laptop,17,8000,136000
2025-12-31,West,Laptop,2,15000,30000
